Question,ClusterLabel,MergedCluster
"Wer ist verpflichtet, bei der Berichterstattung das allgemeine Persönlichkeitsrecht zu berücksichtigen?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt das öffentliche Informationsinteresse bei der Berichterstattung über eine Person?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Abwägung zwischen dem allgemeinen Persönlichkeitsrecht und der Meinungs- und Pressefreiheit?,"erfüllt, müssen, rolle, spielt, wer",0
"Wie ist die Grenze zwischen Berichterstattung und Verletzung des allgemeinen Persönlichkeitsrechts zu ziehen, wenn es um die berufliche Sphäre einer Person geht?","erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die Art der Tätigkeit einer Person für die Berichterstattung über diese Person?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt das Verbreitungsgebiet einer Meldung bei der Entscheidung über eine Verletzung des allgemeinen Persönlichkeitsrechts?,"erfüllt, müssen, rolle, spielt, wer",0
Wie ist das Informationsinteresse der Öffentlichkeit bei der Berichterstattung über eine Person abzuwägen?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein kombinierter Fracht-/Lagervertrag geschlossen wird?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die genaue Bezeichnung eines Vertragsangebots bei der Vertragsauslegung?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, den Entlastungsbeweis zu führen, wenn es um die Haftung für Verlust oder Beschädigung von Ware geht?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Haftung eines Lagerhalters bei Diebstahl von gelagertem Gut?,"erfüllt, müssen, rolle, spielt, wer",0
Wie wird der Schadensersatzanspruch bei übergegangenem Recht geltend gemacht?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn eine vertragswesentliche Pflicht von einem Erfüllungsgehilfen vorsätzlich oder grob fahrlässig verletzt wird?","erfüllt, müssen, rolle, spielt, wer",0
Wie wird der entstandene Schaden im Fall von übergegangenem Recht berechnet?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die Zusammenarbeit der Vertragsparteien bei der Vertragsauslegung?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit eine Firmenfortführung nach § 25 Abs. 1 Satz 1 HGB die Haftung des neuen Inhabers für die Verbindlichkeiten des früheren Inhabers auslöst?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, für alle im Betrieb des Geschäfts begründeten Verbindlichkeiten des früheren Inhabers zu haften, wenn er ein unter Lebenden erworbenes Handelsgeschäft unter der bisherigen Firma fortführt?","erfüllt, müssen, rolle, spielt, wer",0
Wie beeinflusst die Eröffnung eines Insolvenzverfahrens über das Vermögen des fortgeführten Unternehmens die Anwendbarkeit von § 25 Abs. 1 Satz 1 HGB?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt das Vertragsstatut bei der Haftung des Erwerbers aus einer Firmenfortführung für Verbindlichkeiten des fortgeführten Unternehmens?,"erfüllt, müssen, rolle, spielt, wer",0
"Warum ist § 25 Abs. 1 Satz 1 HGB nicht anwendbar, wenn der neue Inhaber das Handelsgeschäft nach der Eröffnung des Insolvenzverfahrens über das Vermögen des früheren Inhabers aufnimmt?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsgrundlage gilt für die Haftung des neuen Inhabers, wenn er das Handelsgeschäft des früheren Inhabers unter der bisherigen Firma fortführt, ohne dass ein Insolvenzverfahren eröffnet wurde?","erfüllt, müssen, rolle, spielt, wer",0
"Wie beeinflussen Kunden- und Lieferantenbeziehungen die Entscheidung, ob eine Firmenfortführung nach § 25 Abs. 1 Satz 1 HGB die Haftung des neuen Inhabers für die Verbindlichkeiten des früheren Inhabers auslöst?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolgen hat die Verjährung von Ansprüchen im italienischen Recht, wenn der Beklagte eine Firmenfortführung durchführt?","erfüllt, müssen, rolle, spielt, wer",0
Welche Verkehrssicherungspflichten hat der Betreiber einer Maschine gegenüber betriebsfremden Personen?,"erfüllt, müssen, rolle, spielt, wer",0
"Unter welchen Bedingungen ist ein Betreiber nicht verpflichtet, betriebsfremden Personen den Zutritt zu einer Gefahrenquelle zu verbieten?","erfüllt, müssen, rolle, spielt, wer",0
Wer ist für die Einhaltung der Unfallverhütungsvorschriften verantwortlich?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Bedienung der Maschine durch den Betreiber bei der Haftung für einen Schaden?,"erfüllt, müssen, rolle, spielt, wer",0
"Wie ist die Sorgfaltspflicht des Betreibers gegenüber betriebsfremden Personen einzuschätzen, wenn die Gefährdung für alle Personen in gleichem Maße gilt?","erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die Realisierung einer zuvor nur als theoretisch anzusehenden Möglichkeit für die Haftung des Betreibers?,"erfüllt, müssen, rolle, spielt, wer",0
"Unter welchen Voraussetzungen kann der Geschädigte den Schaden selbst tragen, auch wenn dies im Einzelfall hart sein mag?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Öffentlich bestellter Vermessungsingenieur in Nordrhein-Westfalen als Organ des öffentlichen Vermessungswesens tätig werden kann?","erfüllt, müssen, rolle, spielt, wer",0
Welche Aufgaben können von Öffentlich bestellten Vermessungsingenieuren in Nordrhein-Westfalen neben den Behörden der Vermessungs- und Katasterverwaltung wahrgenommen werden?,"erfüllt, müssen, rolle, spielt, wer",0
Wie ist die Vergütung für Öffentlich bestellte Vermessungsingenieure in Nordrhein-Westfalen bei der Wahrnehmung hoheitlicher Vermessungsaufgaben geregelt?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist befugt, die Gebühren für die hoheitlichen Vermessungsaufgaben durch Verwaltungsakt festzusetzen?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Zielsetzung muss vorliegen, damit das Handeln einer Person als Ausübung eines öffentlichen Amtes angesehen werden kann?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Lageplan als ""amtlicher"" gilt und von einem Öffentlich bestellten Vermessungsingenieur erstellt werden kann?","erfüllt, müssen, rolle, spielt, wer",0
"Wie ist der Unterschied zwischen einem ""amtlichen"" Lageplan und einem einfachen Lageplan nach § 3 Abs. 1 BauPrüfVO NRW?","erfüllt, müssen, rolle, spielt, wer",0
Welche Aufgaben hat ein Öffentlich bestellter Vermessungsingenieur bei der Erstellung eines amtlichen Lageplans nach § 3 Abs. 3 BauPrüfVO NRW?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Gebühr steht einem Öffentlich bestellten Vermessungsingenieur für die Erstellung eines amtlichen Lageplans nach § 3 Abs. 3 BauPrüfVO NRW zu?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Aufgaben hat ein amtlicher Lageplan im Zusammenhang mit der Fortführung des Liegenschaftskatasters?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit eine Hinauskündigungsklausel in einer GmbH wirksam ist?","erfüllt, müssen, rolle, spielt, wer",0
Wer kann in einer GmbH eine Hinauskündigungsklausel vereinbaren und unter welchen Bedingungen?,"erfüllt, müssen, rolle, spielt, wer",0
"Wie kann eine Hinauskündigungsklausel in einer GmbH wirksam gestaltet werden, um nicht gegen die guten Sitten zu verstoßen?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Abfindung bei einer Hinauskündigungsklausel in einer GmbH?,"erfüllt, müssen, rolle, spielt, wer",0
Wie kann eine Hinauskündigungsklausel in einer GmbH mit dem gesellschaftsrechtlichen Gleichbehandlungsgrundsatz vereinbart werden?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Kündigung eines GmbH-Geschäftsführers und die damit verbundene Rückübertragung seines Geschäftsanteils?,"erfüllt, müssen, rolle, spielt, wer",0
Wie kann eine Hinauskündigungsklausel in einer GmbH mit dem Verbot der ungleichen Kündigungslage vereinbart werden?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat das Gewinnbezugsrecht eines Geschäftsführers in einer GmbH bei dessen Ausscheiden aus der Gesellschaft?,"erfüllt, müssen, rolle, spielt, wer",0
Wie kann eine Hinauskündigungsklausel in einer GmbH mit dem Gesetz zur Regelung des Rechts der Allgemeinen Geschäftsbedingungen vereinbart werden?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Auswirkungen hat die Kündigung des Anstellungsvertrags eines GmbH-Geschäftsführers auf dessen Gesellschafterstellung?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit Versicherte einen Anspruch auf Überschussbeteiligung durch Zuteilung und Gutschrift von Bonuspunkten haben?","erfüllt, müssen, rolle, spielt, wer",0
Wer entscheidet über die Höhe der Überschussbeteiligung und auf welche Faktoren basiert diese Entscheidung?,"erfüllt, müssen, rolle, spielt, wer",0
Wie ist die Verwendung der Rückstellung für Überschussverteilung zu bemessen und welche Faktoren sind dabei zu berücksichtigen?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rolle spielt die Inhaltskontrolle nach den §§ 307 Abs. 1 und 2, 308, 309 BGB bei Allgemeinen Versicherungsbedingungen wie denen der Beklagten?","erfüllt, müssen, rolle, spielt, wer",0
Wie ist der Anspruch der Versicherten auf Überschussbeteiligung durch Zuteilung und Gutschrift von Bonuspunkten in bestimmter Höhe zu beurteilen?,"erfüllt, müssen, rolle, spielt, wer",0
Wie ist der Auskunftsanspruch der Klägerin in diesem Fall zu bewerten?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit eine wissentliche Pflichtverletzung im Sinne von § 4 Nr. 5 AVB festgestellt werden kann?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Kenntnis von Vorschäden und Vorversicherungen bei der Beurteilung einer fahrlässigen Pflichtverletzung?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Kosten der erstinstanzlichen Rechtsverteidigung im Haftpflichtprozess zu tragen, wenn der Haftpflichtversicherer in Unkenntnis eines Ausschlussgrundes eine Deckungszusage erteilt hat?","erfüllt, müssen, rolle, spielt, wer",0
Wie ist die Bindungswirkung eines Haftpflichturteils für den Deckungsprozess zu beurteilen?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Tatsachen müssen im Deckungsprozess festgestellt werden, um die Pflichtverletzung als wissentlich zu beurteilen?","erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die wissentliche Pflichtverletzung im Rahmen der Kostendeckungsschutz-Zusage eines Haftpflichtversicherers?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn ein Haftpflichtversicherer in Unkenntnis eines Ausschlussgrundes eine Deckungszusage erteilt und später die Voraussetzungen des Ausschlusses festgestellt werden?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Leasingnehmer die geleistete Kaution zurückverlangen kann?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Unwirksamkeit einer Rückgabeklausel im Leasingvertrag für den Kautionsrückzahlungsanspruch des Leasingnehmers?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Maschinen auf mögliche Schäden zu überprüfen, wenn der Leasingnehmer die Maschinen zurückgibt?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn der Leasinggeber die Rückgabe der Maschinen zu Unrecht verweigert?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Bedingungen müssen erfüllt sein, damit der Leasinggeber die Kaution einbehalten darf?","erfüllt, müssen, rolle, spielt, wer",0
"Wie ist die Unwirksamkeit einer Klausel im Leasingvertrag zu bewerten, wenn sie den Leasingnehmer einseitig benachteiligt?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Zurechnung von Schäden an den zurückgegebenen Maschinen auf den Leasinggeber?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat der Leasingnehmer, wenn der Leasinggeber die Maschinen nicht an seinem Geschäftssitz zurücknehmen will?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Pflichten hat der Leasinggeber, wenn er die Maschinen nicht an seinem Geschäftssitz zurücknehmen will?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Unwirksamkeit einer Klausel im Leasingvertrag für die Verweigerung der Rücknahme der Maschinen durch den Leasinggeber?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Verjährungsfrist gilt für Ansprüche des Reisenden nach §§ 651c bis 651f BGB, wenn keine abweichenden Vereinbarungen getroffen wurden?","erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Voraussetzungen können Reiseveranstalter die Verjährungsfrist für Ansprüche des Reisenden verkürzen?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat der Reisende, wenn er im Reisebüro keine ausreichende Möglichkeit hat, die Allgemeinen Geschäftsbedingungen zur Kenntnis zu nehmen?","erfüllt, müssen, rolle, spielt, wer",0
Wie kann der Reisende die Verjährung seiner Ansprüche hemmen?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Anforderungen müssen Reiseveranstalter erfüllen, um ihre Allgemeinen Geschäftsbedingungen wirksam in den Vertrag einzuarbeiten?","erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die Identifizierung der Allgemeinen Geschäftsbedingungen für ihre Einbeziehung in den Vertrag?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Folgen hat es, wenn eine Klausel in Allgemeinen Geschäftsbedingungen gegen das Klauselverbot verstößt?","erfüllt, müssen, rolle, spielt, wer",0
"Wie kann ein Reiseveranstalter seine Haftung für Schäden aus der Verletzung des Lebens, des Körpers oder der Gesundheit ausschließen oder begrenzen?","erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die Kenntnisnahme der Allgemeinen Geschäftsbedingungen für den Reisenden?,"erfüllt, müssen, rolle, spielt, wer",0
"Wie kann der Reisende sicherstellen, dass seine Ansprüche nicht verjähren?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit eine künstliche Befruchtung als medizinisch notwendige Heilbehandlung gilt?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Kosten für eine künstliche Befruchtung zu tragen, wenn beide Ehepartner körperlich bedingte Fertilitätseinschränkungen haben?","erfüllt, müssen, rolle, spielt, wer",0
"Wie muss der Tatrichter bei der Klärung von Heilbehandlungsansprüchen bei künstlicher Befruchtung vorgehen, wenn beide Ehepartner betroffen sind?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Erfolgsaussicht bei der medizinischen Notwendigkeit einer künstlichen Befruchtung?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Kostenübernahme von künstlichen Befruchtungen durch private Krankenversicherungen?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat eine privat krankenversicherte Person, die eine künstliche Befruchtung aufgrund ihrer eigenen Erkrankung benötigt?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Bedingungen müssen erfüllt sein, damit eine künstliche Befruchtung als Heilbehandlung gilt, die die Unfruchtbarkeit beider Partner überwindet?","erfüllt, müssen, rolle, spielt, wer",0
"Wie ist zu entscheiden, wenn die körperlichen Beeinträchtigungen von Ehepartnern bei einer künstlichen Befruchtung unterschiedlich schwerwiegend sind?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn die medizinische Notwendigkeit einer künstlichen Befruchtung nicht gegeben ist?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Notwendigkeit einer künstlichen Befruchtung bei der Entscheidung über die Kostenübernahme durch eine private Krankenversicherung?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Geschäftsführer einer Komplementär-GmbH unmittelbar gegenüber einer Kommanditgesellschaft aus § 43 Abs. 2 GmbHG haften kann?","erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Bedingungen kann ein Schadensersatzanspruch einer Kommanditgesellschaft gegen den Geschäftsführer einer Komplementär-GmbH bestehen?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Geschäfte einer Kommanditgesellschaft zu führen, wenn die Komplementär-GmbH diese als ihre einzige Aufgabe hat?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat eine Kommanditgesellschaft gegenüber dem Geschäftsführer einer Komplementär-GmbH, wenn diese die Geschäfte der Kommanditgesellschaft führt?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt ein Anstellungsvertrag zwischen einem Geschäftsführer und einer Komplementär-GmbH für die Haftung des Geschäftsführers gegenüber einer Kommanditgesellschaft?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsgrundlage gilt für die Haftung eines Geschäftsführers einer Komplementär-GmbH gegenüber einer Kommanditgesellschaft, wenn die Komplementär-GmbH die einzige Aufgabe hat, die Geschäfte der Kommanditgesellschaft zu führen?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolgen hat der Abschluss einer Honorarvereinbarung durch den Geschäftsführer einer Komplementär-GmbH, wenn die Kommanditgesellschaft bereits aufgrund einer mündlichen Beauftragung tätig geworden ist?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Bedingungen müssen erfüllt sein, damit der Abschluss einer Honorarvereinbarung durch den Geschäftsführer einer Komplementär-GmbH als pflichtwidrig angesehen werden kann?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit eine Honorarvereinbarung nach § 4 Abs. 1 HOAI wirksam ist?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Honorarvereinbarung schriftlich bei Auftragserteilung zu treffen, um die Mindestsätze der HOAI zu vermeiden?","erfüllt, müssen, rolle, spielt, wer",0
"Wie ist der Begriff ""Auftragserteilung"" im Sinne des § 4 Abs. 1 HOAI zu interpretieren, wenn die gesamte Vereinbarung unter einer Bedingung steht?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rolle spielt der Wille der Parteien bei der Interpretation einer Honorarvereinbarung, die unter einer Bedingung steht?","erfüllt, müssen, rolle, spielt, wer",0
"Warum kann eine Honorarvereinbarung nach § 4 Abs. 4 HOAI Anwendung finden, wenn sie nicht schriftlich bei Auftragserteilung geschlossen wurde?","erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die Abweichung von der ursprünglichen Planung bei der Interpretation einer Honorarvereinbarung?,"erfüllt, müssen, rolle, spielt, wer",0
"Wie ist der Begriff ""Bauvorhaben"" im Zusammenhang mit der Bedingung für eine Honorarvereinbarung zu verstehen?","erfüllt, müssen, rolle, spielt, wer",0
Welche Auswirkungen hat die Nicht-Eintreten der Bedingung für eine Honorarvereinbarung auf die Parteien?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die Schriftform bei der Vereinbarung von Honoraren im Zusammenhang mit § 4 HOAI?,"erfüllt, müssen, rolle, spielt, wer",0
"Wie ist der Begriff ""Rahmen- oder Vorvertrag"" im Zusammenhang mit der Beauftragung von Architekten zu interpretieren?","erfüllt, müssen, rolle, spielt, wer",0
"Unter welchen Voraussetzungen kann ein Feststellungsantrag auf Schadensersatzverpflichtung Erfolg haben, wenn ein Mangel feststeht?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rolle spielt die Fristsetzung mit Ablehnungsandrohung für den Ersatz von Folgeschäden, die einer Nachbesserung nicht zugänglich sind?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Mängelbeseitigungskosten zu tragen, wenn ein Mangel festgestellt wurde?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Verpflichtung zur Mängelbeseitigung und Schadensersatz bei Werkverträgen?,"erfüllt, müssen, rolle, spielt, wer",0
"Wie ist der Umfang der Schadensersatzverpflichtung zu bestimmen, wenn es um Folgeschäden geht, die einer Nachbesserung nicht zugänglich sind?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Bedeutung hat die Entscheidung des Landgerichts, wenn es sich nur mit bestimmten Ansprüchen befaßt hat und andere Ansprüche noch nicht entschieden wurden?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit eine Gesellschaft bürgerlichen Rechts (GbR) gerichtlich vertreten werden kann?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist berechtigt, eine GbR außergerichtlich zu vertreten?","erfüllt, müssen, rolle, spielt, wer",0
Wie kann ein Vertretungsmangel bei einer GbR geheilt werden?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Konsequenzen hat es, wenn eine GbR nicht ordnungsgemäß vertreten ist?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt der Gesellschaftsvertrag bei der Vertretung einer GbR?,"erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Bedingungen kann die Angabe des Vertreters einer GbR berichtigt werden?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Versicherter einen Anspruch auf Bonuspunkte hat?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist befugt, die Zuteilung von Bonuspunkten zu entscheiden?","erfüllt, müssen, rolle, spielt, wer",0
Wie wird die Höhe der Überschussbeteiligung ermittelt?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt der Verwaltungsrat bei der Verwendung der Rückstellung für Überschussverteilung?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für den Anspruch auf Auskunft über die von der Beklagten erzielten Überschüsse?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn ein Versicherter keinen Anspruch auf Bonuspunkte hat?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Bedingungen müssen erfüllt sein, damit ein Versicherter einen Anspruch auf Überschussbeteiligung hat?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Rückstellung für Überschussverteilung zu bilden?","erfüllt, müssen, rolle, spielt, wer",0
Wie ist die Rückstellung für Überschussverteilung zu verwenden?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Bedingungen müssen erfüllt sein, damit eine Klausel in Allgemeinen Geschäftsbedingungen unwirksam ist?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, eine Inhaltskontrolle von Allgemeinen Geschäftsbedingungen durchzuführen?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Überprüfung von Klauseln in Allgemeinen Geschäftsbedingungen?,"erfüllt, müssen, rolle, spielt, wer",0
Wie wird die Unwirksamkeit von Klauseln in Allgemeinen Geschäftsbedingungen geprüft?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat ein Reisender, wenn er von einem Reisevertrag zurücktritt?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Schadensminderungspflicht des Reiseveranstalters bei der Berechnung von Entschädigungen im Falle eines Rücktritts?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit eine Klausel in Allgemeinen Geschäftsbedingungen wirksam ist?","erfüllt, müssen, rolle, spielt, wer",0
Wie wird die Wirksamkeit von Klauseln in Allgemeinen Geschäftsbedingungen geprüft?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsgrundlage gilt für die Verpflichtung eines Reiseveranstalters, eine Reise noch anderweitig verwenden zu können, wenn der Reisende nicht zahlt?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Wasserversorgungsunternehmen einen angemessenen Baukostenzuschuss von Anschlussnehmern verlangen kann?","erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Umständen kann ein Anschlussnehmer die von ihm geleisteten Kosten für die Erstellung eines Hausanschlusses zurückfordern?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Kosten für die Erneuerung eines bereits bestehenden Anschlusses zu tragen?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rolle spielt das Eigentum an einer Altleitung bei der Frage, ob ein Wasserversorgungsunternehmen einen Baukostenzuschuss fordern kann?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Erhebung von Hausanschlusskosten in den neuen Bundesländern nach dem 3. Oktober 1990?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Pflichten hat ein Wasserversorgungsunternehmen im Hinblick auf die Vorhaltung eines Anschlusses?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat der Einbau eines eigenen Wasserzählers durch ein Wasserversorgungsunternehmen für die Eigentumsverhältnisse an einer Altleitung?,"erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Bedingungen kann ein Wasserversorgungsunternehmen einen Baukostenzuschuss als weiteren Baukostenzuschuss verlangen?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsfolgen hat die Erneuerung eines Anschlusses durch ein Wasserversorgungsunternehmen?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsgrundlage gilt für die Zurechnung von Kosten für die Auswechslung von Hausanschlüssen, die vor dem 3. Oktober 1990 errichtet wurden?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit eine Mietminderung wegen eines Mangels an der Gebrauchstauglichkeit des Mietobjekts wirksam ist?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Gebrauchstauglichkeit des Mietobjekts sicherzustellen?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die zugesicherte Mieterstruktur für die Gebrauchstauglichkeit des Mietobjekts?,"erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Bedingungen kann eine Mietminderung wegen von der Vermieterin behaupteten Stromschwankungen nicht geltend gemacht werden?,"erfüllt, müssen, rolle, spielt, wer",0
Wie kann eine Vermieterin ihre Aufklärungspflicht vor Vertragsschluss verletzt haben?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Zurechnung von Mängeln an der Belüftungsanlage auf die Vermieterin?,"erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Bedingungen kann eine Miete nicht wegen Fehlens einer zugesicherten Eigenschaft gemindert werden?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, das Schließsystem des Mietobjekts zu installieren und zu warten?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsfolgen hat das Fehlen eines Center-Managements für die Vermieterin?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt der Zustand der Fassade des Mietobjekts für die Gebrauchstauglichkeit?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Abweisung einer Klage aufgrund der Rechtskraft eines früheren Urteils?,"erfüllt, müssen, rolle, spielt, wer",0
"Unter welchen Bedingungen erwächst ein Urteil in Rechtskraft, wenn das Gericht die Zulässigkeit der Klage offen lässt?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Zulässigkeit einer Klage zu prüfen, und welche Konsequenzen hat es, wenn dies unterlassen wird?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rolle spielt die Begründetheit einer Klage, wenn das Gericht ihre Zulässigkeit nicht prüft?","erfüllt, müssen, rolle, spielt, wer",0
