question,cluster
"Welche Rechte hat ein Kunde, wenn er von einem Unternehmen falsch beraten wird und dadurch Schäden erleidet?",11
"Welche Bedingungen müssen erfüllt sein, damit die ADSp auf einen Seefrachtvertrag angewendet werden können?",24
Welche Rechtsfolgen hat die Anwendung von Nr. 16.3 ADSp auf einen Seefrachtvertrag?,125
Wer kann einen Vergütungsanspruch nach § 415 Abs. 2 Satz 1 HGB geltend machen?,74
Wie ist der Anwendungsbereich der ADSp im Hinblick auf das Seefrachtrecht zu interpretieren?,124
Welche Rolle spielt die Vertragsfreiheit im Zusammenhang mit der Anwendbarkeit der ADSp auf Seefrachtverträge?,124
Welche Bedeutung hat die Auslegung des Prozeßvorbringens der Klägerin für die Geltendmachung eines Anspruchs aus § 415 Abs. 2 Satz 1 Nr. 1 HGB?,74
Welche Auswirkungen hat die Ausübung des Wahlrechts nach § 415 Abs. 2 Satz 1 HGB auf den Vergütungsanspruch?,74
Wie ist die Mindestvergütung im Zusammenhang mit einem Seefrachtvertrag auszulegen?,77
Wer entscheidet über die Zuteilung von Bonuspunkten und auf welcher Grundlage erfolgt diese Entscheidung?,65
Wie wird die Höhe der Überschussbeteiligung in der Satzung der Beklagten geregelt?,54
Welche Rolle spielt der Verwaltungsrat der Beklagten bei der Entscheidung über die Verwendung der Rückstellung für Überschussverteilung?,80
Welche Verantwortung trägt der Verantwortliche Aktuar in Bezug auf die Überschussbeteiligung?,21
Wie wird die Dynamisierung der Anwartschaften der Versicherten durch die Zuteilung von Bonuspunkten geregelt?,85
Welche Bedeutung hat die paritätische Besetzung des Verwaltungsrats der Beklagten für die Entscheidungen über die Zuteilung von Bonuspunkten?,80
Welche Rolle spielt die richterliche Inhaltskontrolle bei der Auslegung der Satzungsbestimmungen der Beklagten?,73
Wie ist der Anspruch der Versicherten auf Überschussbeteiligung in Bezug auf die satzungsgemäßen Vorgaben zu verstehen?,85
Welche Rolle spielt das Alter eines Bauteils bei der Beurteilung der Beschaffenheit eines bebauten Grundstücks im Rahmen des § 434 Abs. 1 Satz 3 BGB?,74
"Unter welchen Bedingungen kann ein Käufer von einem Verkäufer Schadensersatz wegen eines Mangels an der Kaufsache verlangen, wenn ein umfassender Haftungsausschluss im Vertrag vereinbart wurde?",11
"Wer ist verpflichtet, einen Käufer über aufklärungspflichtige Tatsachen bezüglich der Kaufsache zu informieren, um einen Schadensersatzanspruch zu vermeiden?",11
"Wie kann ein Käufer beweisen, dass ein Verkäufer arglistig gehandelt hat, indem er einen Mangel an der Kaufsache verschwiegen hat?",33
"Welche Rechtsgrundlage gilt für die Haftung eines Verkäufers, wenn die Kaufsache aufgrund von öffentlichen Äußerungen des Verkäufers von dem Käufer erwartet wird, aber nicht entspricht, was tatsächlich geliefert wurde?",11
"Unter welchen Voraussetzungen kann ein Käufer von einem Verkäufer Schadensersatz wegen eines Mangels an der Kaufsache verlangen, wenn der Mangel auf der Einbeziehung älterer Bausubstanz in den Neubau zurückzuführen ist?",11
"Welche Bedingungen müssen erfüllt sein, damit ein Rückzahlungsanspruch verwirkt ist?",24
"Wer ist berechtigt, Netznutzungsentgelte auf ihre Billigkeit hin zu überprüfen?",40
"Wie kann ein Schuldner davon ausgehen, dass ein Gläubiger von einer Überprüfung der Entgelthöhe Abstand genommen hat?",91
Welche Rolle spielt das Senatsurteil vom 18. Oktober 2005 bei der Geltendmachung eines Rückforderungsanspruchs?,47
Welche Rechtsgrundlage gilt für die Überprüfung von Netznutzungsentgelten?,4
"Welche Maßnahmen kann ein Verpflichteter ergreifen, um sich im Vertrauen auf das Verhalten des Berechtigten einzurichten?",138
"Wie kann ein Verpflichteter davon ausgehen, dass der Berechtigte sein Recht nicht mehr geltend machen wird?",91
Welche Auswirkungen hat die verzögerte Geltendmachung eines Rückzahlungsanspruchs auf die Verjährung eigener Ansprüche des Verpflichteten?,31
"Welche Härten müssen vorliegen, damit eine verzögerte Geltendmachung eines Rückzahlungsanspruchs als Verstoß gegen Treu und Glauben erscheint?",11
Welche Bedeutung hat die Regelverjährung bei der Verwirkung eines Anspruchs?,103
"Welche Voraussetzungen müssen erfüllt sein, damit die Zustimmung der Gesellschafterversammlung zur Übertragung von Gesellschaftsanteilen einer Mehrheitsentscheidung unterliegt?",24
"Wer ist verpflichtet, die Zustimmung zur Anteilsübertragung zu erteilen, wenn keine eindeutige Regelung im Gesellschaftsvertrag besteht?",40
Welche Rolle spielt der sogenannte Bestimmtheitsgrundsatz bei der Auslegung allgemeiner Mehrheitsklauseln in Personengesellschaftsverträgen?,73
Wie ist die Reichweite einer im Gesellschaftsvertrag vereinbarten Mehrheitsklausel im Hinblick auf die Zustimmung zur Anteilsübertragung auszulegen?,90
Welche Rechtsfolgen hat die Verletzung der gesellschafterlichen Treuepflicht bei der Ausübung der Mehrheitsmacht?,90
Warum ist die Einstimmigkeit bei der Zustimmung zur Anteilsübertragung in einer Kommanditgesellschaft gesetzlich vorgeschrieben?,90
Welche Bedeutung haben außerhalb des Vertragstextes liegende Umstände bei der Auslegung des Gesellschaftsvertrags?,73
Wie ist die Mehrheitsklausel in § 6 (5) des Gesellschaftsvertrags im Hinblick auf die Beschlussfassung der Gesellschafterversammlung auszulegen?,30
Unter welchen Voraussetzungen kann eine Agenturmeldung den Schutz des allgemeinen Persönlichkeitsrechts verletzen?,18
"Wer ist verpflichtet, bei der Berichterstattung das allgemeine Persönlichkeitsrecht zu berücksichtigen?",40
Welche Rolle spielt das öffentliche Informationsinteresse bei der Berichterstattung über eine Person?,155
Welche Rechtsgrundlage gilt für die Abwägung zwischen dem allgemeinen Persönlichkeitsrecht und der Meinungs- und Pressefreiheit?,118
"Wie ist die Grenze zwischen Berichterstattung und Verletzung des allgemeinen Persönlichkeitsrechts zu ziehen, wenn es um die berufliche Sphäre einer Person geht?",32
Welche Bedeutung hat die Art der Tätigkeit einer Person für die Berichterstattung über diese Person?,155
Welche Rolle spielt das Verbreitungsgebiet einer Meldung bei der Entscheidung über eine Verletzung des allgemeinen Persönlichkeitsrechts?,155
Wie ist das Informationsinteresse der Öffentlichkeit bei der Berichterstattung über eine Person abzuwägen?,155
"Welche Voraussetzungen müssen erfüllt sein, damit ein kombinierter Fracht-/Lagervertrag geschlossen wird?",24
Welche Rolle spielt die genaue Bezeichnung eines Vertragsangebots bei der Vertragsauslegung?,12
"Wer ist verpflichtet, den Entlastungsbeweis zu führen, wenn es um die Haftung für Verlust oder Beschädigung von Ware geht?",105
Welche Rechtsgrundlage gilt für die Haftung eines Lagerhalters bei Diebstahl von gelagertem Gut?,17
Wie wird der Schadensersatzanspruch bei übergegangenem Recht geltend gemacht?,45
"Welche Rechtsfolge tritt ein, wenn eine vertragswesentliche Pflicht von einem Erfüllungsgehilfen vorsätzlich oder grob fahrlässig verletzt wird?",89
Wie wird der entstandene Schaden im Fall von übergegangenem Recht berechnet?,45
Welche Bedeutung hat die Zusammenarbeit der Vertragsparteien bei der Vertragsauslegung?,73
"Welche Voraussetzungen müssen erfüllt sein, damit eine Firmenfortführung nach § 25 Abs. 1 Satz 1 HGB die Haftung des neuen Inhabers für die Verbindlichkeiten des früheren Inhabers auslöst?",74
"Wer ist verpflichtet, für alle im Betrieb des Geschäfts begründeten Verbindlichkeiten des früheren Inhabers zu haften, wenn er ein unter Lebenden erworbenes Handelsgeschäft unter der bisherigen Firma fortführt?",10
Wie beeinflusst die Eröffnung eines Insolvenzverfahrens über das Vermögen des fortgeführten Unternehmens die Anwendbarkeit von § 25 Abs. 1 Satz 1 HGB?,74
Welche Rolle spielt das Vertragsstatut bei der Haftung des Erwerbers aus einer Firmenfortführung für Verbindlichkeiten des fortgeführten Unternehmens?,106
"Warum ist § 25 Abs. 1 Satz 1 HGB nicht anwendbar, wenn der neue Inhaber das Handelsgeschäft nach der Eröffnung des Insolvenzverfahrens über das Vermögen des früheren Inhabers aufnimmt?",74
"Welche Rechtsgrundlage gilt für die Haftung des neuen Inhabers, wenn er das Handelsgeschäft des früheren Inhabers unter der bisherigen Firma fortführt, ohne dass ein Insolvenzverfahren eröffnet wurde?",10
"Wie beeinflussen Kunden- und Lieferantenbeziehungen die Entscheidung, ob eine Firmenfortführung nach § 25 Abs. 1 Satz 1 HGB die Haftung des neuen Inhabers für die Verbindlichkeiten des früheren Inhabers auslöst?",74
"Welche Rechtsfolgen hat die Verjährung von Ansprüchen im italienischen Recht, wenn der Beklagte eine Firmenfortführung durchführt?",104
Welche Verkehrssicherungspflichten hat der Betreiber einer Maschine gegenüber betriebsfremden Personen?,72
"Unter welchen Bedingungen ist ein Betreiber nicht verpflichtet, betriebsfremden Personen den Zutritt zu einer Gefahrenquelle zu verbieten?",23
Wer ist für die Einhaltung der Unfallverhütungsvorschriften verantwortlich?,160
Welche Rolle spielt die Bedienung der Maschine durch den Betreiber bei der Haftung für einen Schaden?,12
"Wie ist die Sorgfaltspflicht des Betreibers gegenüber betriebsfremden Personen einzuschätzen, wenn die Gefährdung für alle Personen in gleichem Maße gilt?",59
Welche Bedeutung hat die Realisierung einer zuvor nur als theoretisch anzusehenden Möglichkeit für die Haftung des Betreibers?,177
"Unter welchen Voraussetzungen kann der Geschädigte den Schaden selbst tragen, auch wenn dies im Einzelfall hart sein mag?",199
"Welche Voraussetzungen müssen erfüllt sein, damit ein Öffentlich bestellter Vermessungsingenieur in Nordrhein-Westfalen als Organ des öffentlichen Vermessungswesens tätig werden kann?",53
Welche Aufgaben können von Öffentlich bestellten Vermessungsingenieuren in Nordrhein-Westfalen neben den Behörden der Vermessungs- und Katasterverwaltung wahrgenommen werden?,159
Wie ist die Vergütung für Öffentlich bestellte Vermessungsingenieure in Nordrhein-Westfalen bei der Wahrnehmung hoheitlicher Vermessungsaufgaben geregelt?,159
"Wer ist befugt, die Gebühren für die hoheitlichen Vermessungsaufgaben durch Verwaltungsakt festzusetzen?",132
"Welche Zielsetzung muss vorliegen, damit das Handeln einer Person als Ausübung eines öffentlichen Amtes angesehen werden kann?",138
"Welche Voraussetzungen müssen erfüllt sein, damit ein Lageplan als ""amtlicher"" gilt und von einem Öffentlich bestellten Vermessungsingenieur erstellt werden kann?",53
"Wie ist der Unterschied zwischen einem ""amtlichen"" Lageplan und einem einfachen Lageplan nach § 3 Abs. 1 BauPrüfVO NRW?",203
Welche Aufgaben hat ein Öffentlich bestellter Vermessungsingenieur bei der Erstellung eines amtlichen Lageplans nach § 3 Abs. 3 BauPrüfVO NRW?,203
Welche Gebühr steht einem Öffentlich bestellten Vermessungsingenieur für die Erstellung eines amtlichen Lageplans nach § 3 Abs. 3 BauPrüfVO NRW zu?,203
Welche Aufgaben hat ein amtlicher Lageplan im Zusammenhang mit der Fortführung des Liegenschaftskatasters?,15
"Welche Voraussetzungen müssen erfüllt sein, damit eine Hinauskündigungsklausel in einer GmbH wirksam ist?",24
Wer kann in einer GmbH eine Hinauskündigungsklausel vereinbaren und unter welchen Bedingungen?,7
"Wie kann eine Hinauskündigungsklausel in einer GmbH wirksam gestaltet werden, um nicht gegen die guten Sitten zu verstoßen?",97
Welche Rolle spielt die Abfindung bei einer Hinauskündigungsklausel in einer GmbH?,7
Wie kann eine Hinauskündigungsklausel in einer GmbH mit dem gesellschaftsrechtlichen Gleichbehandlungsgrundsatz vereinbart werden?,7
Welche Rechtsgrundlage gilt für die Kündigung eines GmbH-Geschäftsführers und die damit verbundene Rückübertragung seines Geschäftsanteils?,106
Wie kann eine Hinauskündigungsklausel in einer GmbH mit dem Verbot der ungleichen Kündigungslage vereinbart werden?,7
Welche Bedeutung hat das Gewinnbezugsrecht eines Geschäftsführers in einer GmbH bei dessen Ausscheiden aus der Gesellschaft?,106
Wie kann eine Hinauskündigungsklausel in einer GmbH mit dem Gesetz zur Regelung des Rechts der Allgemeinen Geschäftsbedingungen vereinbart werden?,7
Welche Auswirkungen hat die Kündigung des Anstellungsvertrags eines GmbH-Geschäftsführers auf dessen Gesellschafterstellung?,106
"Welche Voraussetzungen müssen erfüllt sein, damit Versicherte einen Anspruch auf Überschussbeteiligung durch Zuteilung und Gutschrift von Bonuspunkten haben?",24
Wer entscheidet über die Höhe der Überschussbeteiligung und auf welche Faktoren basiert diese Entscheidung?,65
Wie ist die Verwendung der Rückstellung für Überschussverteilung zu bemessen und welche Faktoren sind dabei zu berücksichtigen?,2
"Welche Rolle spielt die Inhaltskontrolle nach den §§ 307 Abs. 1 und 2, 308, 309 BGB bei Allgemeinen Versicherungsbedingungen wie denen der Beklagten?",74
Wie ist der Anspruch der Versicherten auf Überschussbeteiligung durch Zuteilung und Gutschrift von Bonuspunkten in bestimmter Höhe zu beurteilen?,85
Wie ist der Auskunftsanspruch der Klägerin in diesem Fall zu bewerten?,137
"Welche Voraussetzungen müssen erfüllt sein, damit eine wissentliche Pflichtverletzung im Sinne von § 4 Nr. 5 AVB festgestellt werden kann?",74
Welche Rolle spielt die Kenntnis von Vorschäden und Vorversicherungen bei der Beurteilung einer fahrlässigen Pflichtverletzung?,5
"Wer ist verpflichtet, die Kosten der erstinstanzlichen Rechtsverteidigung im Haftpflichtprozess zu tragen, wenn der Haftpflichtversicherer in Unkenntnis eines Ausschlussgrundes eine Deckungszusage erteilt hat?",11
Wie ist die Bindungswirkung eines Haftpflichturteils für den Deckungsprozess zu beurteilen?,43
"Welche Tatsachen müssen im Deckungsprozess festgestellt werden, um die Pflichtverletzung als wissentlich zu beurteilen?",24
Welche Bedeutung hat die wissentliche Pflichtverletzung im Rahmen der Kostendeckungsschutz-Zusage eines Haftpflichtversicherers?,108
"Welche Rechtsfolge tritt ein, wenn ein Haftpflichtversicherer in Unkenntnis eines Ausschlussgrundes eine Deckungszusage erteilt und später die Voraussetzungen des Ausschlusses festgestellt werden?",11
"Welche Voraussetzungen müssen erfüllt sein, damit ein Leasingnehmer die geleistete Kaution zurückverlangen kann?",24
Welche Rolle spielt die Unwirksamkeit einer Rückgabeklausel im Leasingvertrag für den Kautionsrückzahlungsanspruch des Leasingnehmers?,108
"Wer ist verpflichtet, die Maschinen auf mögliche Schäden zu überprüfen, wenn der Leasingnehmer die Maschinen zurückgibt?",10
"Welche Rechtsfolge tritt ein, wenn der Leasinggeber die Rückgabe der Maschinen zu Unrecht verweigert?",104
"Welche Bedingungen müssen erfüllt sein, damit der Leasinggeber die Kaution einbehalten darf?",24
"Wie ist die Unwirksamkeit einer Klausel im Leasingvertrag zu bewerten, wenn sie den Leasingnehmer einseitig benachteiligt?",97
Welche Rechtsgrundlage gilt für die Zurechnung von Schäden an den zurückgegebenen Maschinen auf den Leasinggeber?,17
"Welche Rechte hat der Leasingnehmer, wenn der Leasinggeber die Maschinen nicht an seinem Geschäftssitz zurücknehmen will?",10
"Welche Pflichten hat der Leasinggeber, wenn er die Maschinen nicht an seinem Geschäftssitz zurücknehmen will?",10
Welche Rolle spielt die Unwirksamkeit einer Klausel im Leasingvertrag für die Verweigerung der Rücknahme der Maschinen durch den Leasinggeber?,108
"Welche Verjährungsfrist gilt für Ansprüche des Reisenden nach §§ 651c bis 651f BGB, wenn keine abweichenden Vereinbarungen getroffen wurden?",104
Unter welchen Voraussetzungen können Reiseveranstalter die Verjährungsfrist für Ansprüche des Reisenden verkürzen?,194
"Welche Rechte hat der Reisende, wenn er im Reisebüro keine ausreichende Möglichkeit hat, die Allgemeinen Geschäftsbedingungen zur Kenntnis zu nehmen?",10
Wie kann der Reisende die Verjährung seiner Ansprüche hemmen?,16
"Welche Anforderungen müssen Reiseveranstalter erfüllen, um ihre Allgemeinen Geschäftsbedingungen wirksam in den Vertrag einzuarbeiten?",24
Welche Bedeutung hat die Identifizierung der Allgemeinen Geschäftsbedingungen für ihre Einbeziehung in den Vertrag?,4
"Welche Folgen hat es, wenn eine Klausel in Allgemeinen Geschäftsbedingungen gegen das Klauselverbot verstößt?",97
"Wie kann ein Reiseveranstalter seine Haftung für Schäden aus der Verletzung des Lebens, des Körpers oder der Gesundheit ausschließen oder begrenzen?",59
Welche Bedeutung hat die Kenntnisnahme der Allgemeinen Geschäftsbedingungen für den Reisenden?,4
"Wie kann der Reisende sicherstellen, dass seine Ansprüche nicht verjähren?",40
"Welche Voraussetzungen müssen erfüllt sein, damit eine künstliche Befruchtung als medizinisch notwendige Heilbehandlung gilt?",39
"Wer ist verpflichtet, die Kosten für eine künstliche Befruchtung zu tragen, wenn beide Ehepartner körperlich bedingte Fertilitätseinschränkungen haben?",39
"Wie muss der Tatrichter bei der Klärung von Heilbehandlungsansprüchen bei künstlicher Befruchtung vorgehen, wenn beide Ehepartner betroffen sind?",39
Welche Rolle spielt die Erfolgsaussicht bei der medizinischen Notwendigkeit einer künstlichen Befruchtung?,5
Welche Rechtsgrundlage gilt für die Kostenübernahme von künstlichen Befruchtungen durch private Krankenversicherungen?,109
"Welche Rechte hat eine privat krankenversicherte Person, die eine künstliche Befruchtung aufgrund ihrer eigenen Erkrankung benötigt?",39
"Welche Bedingungen müssen erfüllt sein, damit eine künstliche Befruchtung als Heilbehandlung gilt, die die Unfruchtbarkeit beider Partner überwindet?",39
"Wie ist zu entscheiden, wenn die körperlichen Beeinträchtigungen von Ehepartnern bei einer künstlichen Befruchtung unterschiedlich schwerwiegend sind?",39
"Welche Rechtsfolge tritt ein, wenn die medizinische Notwendigkeit einer künstlichen Befruchtung nicht gegeben ist?",39
Welche Rolle spielt die Notwendigkeit einer künstlichen Befruchtung bei der Entscheidung über die Kostenübernahme durch eine private Krankenversicherung?,5
"Welche Voraussetzungen müssen erfüllt sein, damit ein Geschäftsführer einer Komplementär-GmbH unmittelbar gegenüber einer Kommanditgesellschaft aus § 43 Abs. 2 GmbHG haften kann?",74
Unter welchen Bedingungen kann ein Schadensersatzanspruch einer Kommanditgesellschaft gegen den Geschäftsführer einer Komplementär-GmbH bestehen?,36
"Wer ist verpflichtet, die Geschäfte einer Kommanditgesellschaft zu führen, wenn die Komplementär-GmbH diese als ihre einzige Aufgabe hat?",148
"Welche Rechte hat eine Kommanditgesellschaft gegenüber dem Geschäftsführer einer Komplementär-GmbH, wenn diese die Geschäfte der Kommanditgesellschaft führt?",148
Welche Rolle spielt ein Anstellungsvertrag zwischen einem Geschäftsführer und einer Komplementär-GmbH für die Haftung des Geschäftsführers gegenüber einer Kommanditgesellschaft?,106
"Welche Rechtsgrundlage gilt für die Haftung eines Geschäftsführers einer Komplementär-GmbH gegenüber einer Kommanditgesellschaft, wenn die Komplementär-GmbH die einzige Aufgabe hat, die Geschäfte der Kommanditgesellschaft zu führen?",148
"Welche Rechtsfolgen hat der Abschluss einer Honorarvereinbarung durch den Geschäftsführer einer Komplementär-GmbH, wenn die Kommanditgesellschaft bereits aufgrund einer mündlichen Beauftragung tätig geworden ist?",148
"Welche Bedingungen müssen erfüllt sein, damit der Abschluss einer Honorarvereinbarung durch den Geschäftsführer einer Komplementär-GmbH als pflichtwidrig angesehen werden kann?",148
"Welche Voraussetzungen müssen erfüllt sein, damit eine Honorarvereinbarung nach § 4 Abs. 1 HOAI wirksam ist?",74
"Wer ist verpflichtet, die Honorarvereinbarung schriftlich bei Auftragserteilung zu treffen, um die Mindestsätze der HOAI zu vermeiden?",40
"Wie ist der Begriff ""Auftragserteilung"" im Sinne des § 4 Abs. 1 HOAI zu interpretieren, wenn die gesamte Vereinbarung unter einer Bedingung steht?",184
"Welche Rolle spielt der Wille der Parteien bei der Interpretation einer Honorarvereinbarung, die unter einer Bedingung steht?",1
"Warum kann eine Honorarvereinbarung nach § 4 Abs. 4 HOAI Anwendung finden, wenn sie nicht schriftlich bei Auftragserteilung geschlossen wurde?",74
Welche Bedeutung hat die Abweichung von der ursprünglichen Planung bei der Interpretation einer Honorarvereinbarung?,12
"Wie ist der Begriff ""Bauvorhaben"" im Zusammenhang mit der Bedingung für eine Honorarvereinbarung zu verstehen?",214
Welche Auswirkungen hat die Nicht-Eintreten der Bedingung für eine Honorarvereinbarung auf die Parteien?,83
Welche Bedeutung hat die Schriftform bei der Vereinbarung von Honoraren im Zusammenhang mit § 4 HOAI?,103
"Wie ist der Begriff ""Rahmen- oder Vorvertrag"" im Zusammenhang mit der Beauftragung von Architekten zu interpretieren?",214
"Unter welchen Voraussetzungen kann ein Feststellungsantrag auf Schadensersatzverpflichtung Erfolg haben, wenn ein Mangel feststeht?",11
"Welche Rolle spielt die Fristsetzung mit Ablehnungsandrohung für den Ersatz von Folgeschäden, die einer Nachbesserung nicht zugänglich sind?",11
"Wer ist verpflichtet, die Mängelbeseitigungskosten zu tragen, wenn ein Mangel festgestellt wurde?",105
Welche Rechtsgrundlage gilt für die Verpflichtung zur Mängelbeseitigung und Schadensersatz bei Werkverträgen?,17
"Wie ist der Umfang der Schadensersatzverpflichtung zu bestimmen, wenn es um Folgeschäden geht, die einer Nachbesserung nicht zugänglich sind?",11
"Welche Bedeutung hat die Entscheidung des Landgerichts, wenn es sich nur mit bestimmten Ansprüchen befaßt hat und andere Ansprüche noch nicht entschieden wurden?",186
"Welche Voraussetzungen müssen erfüllt sein, damit eine Gesellschaft bürgerlichen Rechts (GbR) gerichtlich vertreten werden kann?",46
"Wer ist berechtigt, eine GbR außergerichtlich zu vertreten?",69
Wie kann ein Vertretungsmangel bei einer GbR geheilt werden?,48
"Welche Konsequenzen hat es, wenn eine GbR nicht ordnungsgemäß vertreten ist?",98
Welche Rolle spielt der Gesellschaftsvertrag bei der Vertretung einer GbR?,12
Unter welchen Bedingungen kann die Angabe des Vertreters einer GbR berichtigt werden?,48
"Welche Voraussetzungen müssen erfüllt sein, damit ein Versicherter einen Anspruch auf Bonuspunkte hat?",24
"Wer ist befugt, die Zuteilung von Bonuspunkten zu entscheiden?",69
Wie wird die Höhe der Überschussbeteiligung ermittelt?,2
Welche Rolle spielt der Verwaltungsrat bei der Verwendung der Rückstellung für Überschussverteilung?,80
Welche Rechtsgrundlage gilt für den Anspruch auf Auskunft über die von der Beklagten erzielten Überschüsse?,70
"Welche Rechtsfolge tritt ein, wenn ein Versicherter keinen Anspruch auf Bonuspunkte hat?",104
"Welche Bedingungen müssen erfüllt sein, damit ein Versicherter einen Anspruch auf Überschussbeteiligung hat?",24
"Wer ist verpflichtet, die Rückstellung für Überschussverteilung zu bilden?",105
Wie ist die Rückstellung für Überschussverteilung zu verwenden?,2
"Welche Bedingungen müssen erfüllt sein, damit eine Klausel in Allgemeinen Geschäftsbedingungen unwirksam ist?",24
"Wer ist verpflichtet, eine Inhaltskontrolle von Allgemeinen Geschäftsbedingungen durchzuführen?",40
Welche Rechtsgrundlage gilt für die Überprüfung von Klauseln in Allgemeinen Geschäftsbedingungen?,4
Wie wird die Unwirksamkeit von Klauseln in Allgemeinen Geschäftsbedingungen geprüft?,4
"Welche Rechte hat ein Reisender, wenn er von einem Reisevertrag zurücktritt?",10
Welche Rolle spielt die Schadensminderungspflicht des Reiseveranstalters bei der Berechnung von Entschädigungen im Falle eines Rücktritts?,5
"Welche Voraussetzungen müssen erfüllt sein, damit eine Klausel in Allgemeinen Geschäftsbedingungen wirksam ist?",24
Wie wird die Wirksamkeit von Klauseln in Allgemeinen Geschäftsbedingungen geprüft?,4
"Welche Rechtsgrundlage gilt für die Verpflichtung eines Reiseveranstalters, eine Reise noch anderweitig verwenden zu können, wenn der Reisende nicht zahlt?",10
"Welche Voraussetzungen müssen erfüllt sein, damit ein Wasserversorgungsunternehmen einen angemessenen Baukostenzuschuss von Anschlussnehmern verlangen kann?",24
Unter welchen Umständen kann ein Anschlussnehmer die von ihm geleisteten Kosten für die Erstellung eines Hausanschlusses zurückfordern?,204
"Wer ist verpflichtet, die Kosten für die Erneuerung eines bereits bestehenden Anschlusses zu tragen?",105
"Welche Rolle spielt das Eigentum an einer Altleitung bei der Frage, ob ein Wasserversorgungsunternehmen einen Baukostenzuschuss fordern kann?",166
Welche Rechtsgrundlage gilt für die Erhebung von Hausanschlusskosten in den neuen Bundesländern nach dem 3. Oktober 1990?,71
Welche Pflichten hat ein Wasserversorgungsunternehmen im Hinblick auf die Vorhaltung eines Anschlusses?,15
Welche Bedeutung hat der Einbau eines eigenen Wasserzählers durch ein Wasserversorgungsunternehmen für die Eigentumsverhältnisse an einer Altleitung?,15
Unter welchen Bedingungen kann ein Wasserversorgungsunternehmen einen Baukostenzuschuss als weiteren Baukostenzuschuss verlangen?,174
Welche Rechtsfolgen hat die Erneuerung eines Anschlusses durch ein Wasserversorgungsunternehmen?,15
"Welche Rechtsgrundlage gilt für die Zurechnung von Kosten für die Auswechslung von Hausanschlüssen, die vor dem 3. Oktober 1990 errichtet wurden?",71
"Welche Voraussetzungen müssen erfüllt sein, damit eine Mietminderung wegen eines Mangels an der Gebrauchstauglichkeit des Mietobjekts wirksam ist?",24
"Wer ist verpflichtet, die Gebrauchstauglichkeit des Mietobjekts sicherzustellen?",40
Welche Rolle spielt die zugesicherte Mieterstruktur für die Gebrauchstauglichkeit des Mietobjekts?,12
Unter welchen Bedingungen kann eine Mietminderung wegen von der Vermieterin behaupteten Stromschwankungen nicht geltend gemacht werden?,18
Wie kann eine Vermieterin ihre Aufklärungspflicht vor Vertragsschluss verletzt haben?,25
Welche Rechtsgrundlage gilt für die Zurechnung von Mängeln an der Belüftungsanlage auf die Vermieterin?,17
Unter welchen Bedingungen kann eine Miete nicht wegen Fehlens einer zugesicherten Eigenschaft gemindert werden?,18
"Wer ist verpflichtet, das Schließsystem des Mietobjekts zu installieren und zu warten?",20
Welche Rechtsfolgen hat das Fehlen eines Center-Managements für die Vermieterin?,83
Welche Rolle spielt der Zustand der Fassade des Mietobjekts für die Gebrauchstauglichkeit?,12
Welche Rechtsgrundlage gilt für die Abweisung einer Klage aufgrund der Rechtskraft eines früheren Urteils?,17
"Unter welchen Bedingungen erwächst ein Urteil in Rechtskraft, wenn das Gericht die Zulässigkeit der Klage offen lässt?",22
"Wer ist verpflichtet, die Zulässigkeit einer Klage zu prüfen, und welche Konsequenzen hat es, wenn dies unterlassen wird?",82
"Welche Rolle spielt die Begründetheit einer Klage, wenn das Gericht ihre Zulässigkeit nicht prüft?",22
"Welche Rechtsfolge tritt ein, wenn eine Klage aufgrund der Rechtskraft eines früheren Urteils abgewiesen wird?",104
"Wie kann eine Klage unbegründet sein, wenn sie auf denselben Lebenssachverhalt gestützt ist wie eine vorher abgewiesene Feststellungsklage?",22
Welche Bedeutung hat die materielle Rechtskraft eines Urteils für die Zulässigkeit einer neuen Klage?,152
"Welche Auswirkungen hat die Rechtskraft eines Urteils auf eine spätere Klage, die sich auf denselben Lebenssachverhalt bezieht?",22
"Wie kann eine Klage unbegründet sein, wenn sie auf einen Kündigungsfolgeschaden gerichtet ist, der in gleicher Weise wie der streitgegenständliche Schaden von der Rechtskraft betroffen ist?",22
"Welche Rechtsfolge tritt ein, wenn eine Klage auf Ersatz eines Kündigungsfolgeschadens unbegründet ist?",104
"Welche Voraussetzungen müssen erfüllt sein, damit eine Tätigkeit als Nachweistätigkeit im Sinne des § 1 Abs. 1 WoVermittG angesehen werden kann?",74
"Wer ist verpflichtet, die Gelegenheit zum Abschluss eines Mietvertrags nachzuweisen, um als Wohnungsvermittler im Sinne des § 1 Abs. 1 WoVermittG zu gelten?",74
Was ist das gesetzliche Leitbild des Nachweis- und Vermittlungsmaklers nach § 652 BGB und wie ist es auf den Bereich der Wohnungsvermittlung anzuwenden?,140
"Wie kann ein Makler einen potentiellen Vertragspartner mit vollständigem Namen und Anschrift zur Kenntnis bringen, um einen Nachweis im Sinne des § 652 Abs. 1 Satz 1 BGB zu erbringen?",74
"Welche Informationen müssen in einer Objektliste enthalten sein, damit sie als ausreichend konkreter Hinweis auf eine Vertragsgelegenheit angesehen werden kann?",53
"Wie kann ein Makler sicherstellen, dass seine Kunden von einer bestehenden Vertragsbereitschaft der Vermieter ausgehen können?",40
