question,cluster
"Wie ist die Angabe des Betrags im Bauantrag einzuordnen, wenn es sich nicht um eine absolute Obergrenze handelt?",40
"Welche Beweislast trägt der Kläger, wenn er eine nachträgliche Änderung der Baukostenobergrenze geltend macht?",1
Welche Bedeutung hat die Kostenangabe im Bauantrag für die Berechnung der Gebühren?,40
"Welche Voraussetzungen müssen erfüllt sein, damit ein Richter auf Lebenszeit zur Erprobung an ein Oberlandesgericht abgeordnet werden kann?",106
"Wer ist befugt, den Einsatz von Proberichtern beim Oberlandesgericht zu beschließen?",10
"Unter welchen Bedingungen kann ein Richter auf Lebenszeit abgeordnet werden, ohne sein Einverständnis?",106
Wie wird die persönliche Unabhängigkeit eines Richters auf Lebenszeit durch das DRiG gewährleistet?,124
Welche Rolle spielt die Erprobung eines Richters auf Lebenszeit bei der Bewerbung um ein Richteramt mit höherem Endgrundgehalt?,106
Welche Rechtsgrundlage regelt die Erprobung von Richtern auf Lebenszeit?,106
"Welche Rechte hat ein Richter auf Lebenszeit, wenn er sich einer Erprobung unterziehen muss?",106
Wie kann ein Richter auf Lebenszeit seine Zustimmung zur Abordnung zur Erprobung verweigern?,106
"Unter welchen Voraussetzungen kann ein Kläger die Verjährung einer Forderung hemmen, die auf einem vor dem 1. Januar 2002 begründeten Schuldverhältnis basiert?",207
Welche Rolle spielt der Tag der Einreichung einer Klage bei der Hemmung der Verjährung?,46
"Wer ist verpflichtet, den Gerichtskostenvorschuss zu zahlen, und wie beeinflusst dies die Verjährung?",10
Welche Rechtsgrundlage gilt für die Berücksichtigung der Einrede der Verjährung in der Berufungsinstanz?,210
Welche Auswirkungen hat die Säumnis einer Partei im Revisionstermin auf das Verfahren?,0
"Welche Rechtsfolge tritt ein, wenn eine Klage innerhalb der Verjährungsfrist eingereicht wird, aber die Zustellung verzögert wird?",210
Wie beeinflusst die Geltung des alten oder neuen Verjährungsrechts die Verjährung von Ansprüchen aus einem vor dem 1. Januar 2002 begründeten Schuldverhältnis?,207
"Welche Rolle spielt der Tag der Einreichung einer Klage bei der Hemmung der Verjährung, insbesondere wenn der letzte Tag der Frist auf einen Sonnabend fällt?",46
"Welche Voraussetzungen müssen erfüllt sein, damit ein Wohnungseigentümer einen Mehrheitsbeschluss zur Regelung der Nutzung einer Rasenfläche fassen kann?",65
Welche Rolle spielt die Teilungserklärung bei der Beschlusskompetenz zur Regelung der Nutzung von Rasenflächen?,12
"Wer ist verpflichtet, den Gebrauch des gemeinschaftlichen Eigentums ordnungsmäßig zu gestalten?",10
Wie ist der ordnungsmäßige Gebrauch des gemeinschaftlichen Eigentums im Rahmen des § 15 Abs. 2 WEG zu interpretieren?,153
"Wer ist berechtigt, einen Mehrheitsbeschluss zur Regelung des Gebrauchs des gemeinschaftlichen Eigentums zu fassen?",10
Wie ist das Ermessen der Wohnungseigentümer bei der Regelung des Gebrauchs des gemeinschaftlichen Eigentums zu begrenzen?,65
Welche Rechtsfolgen hat ein nicht ordnungsmäßiger Gebrauch des gemeinschaftlichen Eigentums?,210
"Wie ist der Begriff ""ordnungsmäßiger Gebrauch"" im Zusammenhang mit dem § 15 Abs. 2 WEG zu verstehen?",153
Welche Bedeutung hat die Hausordnung bei der Beschlusskompetenz zur Regelung der Nutzung von Rasenflächen?,12
"Welche Tatbestandsmerkmale müssen für eine Haftung nach § 823 BGB erfüllt sein, wenn es um den Schutz des allgemeinen Persönlichkeitsrechts geht?",28
Welche Rolle spielt die Verjährung bei der Geltendmachung von Schadensersatzansprüchen nach § 823 BGB?,36
"Wer ist verpflichtet, den Nachweis einer Vertragsüberschreitung zu erbringen, wenn es um einen Schadensersatzanspruch nach § 826 BGB geht?",28
"Welche Rechtsfolge tritt ein, wenn eine Partei einen Vertrag nach § 138 BGB anfechten möchte?",9
"Welche Bedingungen müssen erfüllt sein, damit eine Partei von ihrem Widerrufsrecht nach § 312g BGB Gebrauch machen kann?",9
Welche Rechtsgrundlage gilt für die Haftung des Vermieters bei Mängeln der Mietsache nach § 535 BGB?,210
"Welche Voraussetzungen müssen erfüllt sein, damit ein Kunde von seinem Widerrufsrecht nach § 355 BGB Gebrauch machen kann?",9
"Welche Rechte hat ein Erbe, wenn er die Annahme der Erbschaft nach § 1948 BGB widerrufen möchte?",15
"Welche Rechtsfolge tritt ein, wenn ein Arbeitnehmer eine Arbeitsleistung nach § 611 BGB erbringt, ohne dass ein Arbeitsvertrag besteht?",55
"Welche Bedingungen müssen erfüllt sein, damit ein Kunde von seinem Rücktrittsrecht nach § 323 BGB Gebrauch machen kann?",9
"Welche Beweislast trifft den Gesellschafter, der die vollständige Einzahlung seiner Stammeinlage behauptet?",17
"Unter welchen Bedingungen muss ein Berufungsgericht Zeugen erneut vernehmen, die bereits in der Vorinstanz vernommen wurden?",106
"Wer ist verpflichtet, den Nachweis der Aufbringung von Stammeinlagen zu erbringen, wenn die Einlagen nach einem längeren Zeitabstand seit der behaupteten Zahlung und einem späteren Erwerb der Geschäftsanteile in Frage gestellt werden?",78
"Wie kann ein Insolvenzverwalter seine gesteigerte Vortragslast nachkommen, wenn er die Einzahlung von Stammeinlagen beweisen muss?",3
Welche Rolle spielt der zeitliche Zusammenhang zwischen einer Kapitalerhöhung und der Rückzahlung eines Darlehens bei der Beurteilung einer verdeckten Sacheinlage?,212
Unter welchen Voraussetzungen kann ein nicht im Grundbuch eingetragener Eigentümer eine (Rück-)Auflassung verlangen?,76
"Welche Rechtsfolgen treten ein, wenn ein Gesellschafter seine Stammeinlagen nicht vollständig erbracht hat?",210
"Welche Voraussetzungen müssen erfüllt sein, damit ein Sonderkündigungsrecht nach § 57a ZVG gilt?",117
"Wer hat das Recht, eine Kündigung nach § 57a ZVG auszusprechen?",10
Wie wirkt sich die Versteigerung eines Teils eines einheitlich vermieteten Grundstücks auf das Mietverhältnis aus?,109
Welche Rolle spielt die besondere Nutzung des Gesamt-Mietobjekts für die Wirksamkeit einer Kündigung nach § 57a ZVG?,117
Wie ist das Sonderkündigungsrecht nach § 57a ZVG in Bezug auf die gesetzliche Kündigungsfrist zu interpretieren?,117
"Wer ist verpflichtet, die Wohnung nach einer wirksamen Kündigung nach § 57a ZVG zu räumen und herauszugeben?",117
Wie ist das Verhältnis zwischen dem Hauptmieter und den Endmietern bei einer Beendigung des Hauptmietverhältnisses zu betrachten?,13
Welche Auswirkungen hat die Beendigung des Hauptmietverhältnisses auf das Mietverhältnis zwischen der Klägerin und den Endmietern?,13
Wie ist die Veräußerlichkeit von Wohnungseigentum im Zusammenhang mit § 57a ZVG zu betrachten?,117
Welche Bedeutung hat die Einräumung des Sonderkündigungsrechts nach § 57a ZVG im Interesse der Realgläubiger?,117
"Welche Voraussetzungen müssen erfüllt sein, damit ein Kunde eine Schadensersatzleistung wegen mangelhafter Beratung durch eine Bank beanspruchen kann?",81
"Wer ist verpflichtet, die Kosten für die Beseitigung von Mängeln an einer Immobilie zu tragen, wenn der Verkäufer Kenntnis von den Mängeln hatte?",10
Welche Rolle spielt die Kenntnis von Mängeln bei der Beurteilung von Schadensersatzansprüchen im Rahmen eines Kaufvertrags?,46
"Welche Rechtsfolgen treten ein, wenn ein Mieter die Miete nicht zahlt und der Vermieter die fristlose Kündigung aussprechen möchte?",66
"Welche Bedingungen müssen erfüllt sein, damit ein Arbeitnehmer Schadensersatz wegen nicht gezahlter Vergütung fordern kann?",16
"Welche Rechtsgrundlage gilt für die Haftung eines Dritten, der ohne Wissen und Willen des Eigentümers eine Sache in Besitz nimmt?",210
Welche Pflichten hat ein Vermieter gegenüber einem Mieter bezüglich der Instandhaltung der Mietwohnung?,66
"Welche Rechte hat ein Kunde, wenn er von einem Unternehmen falsch beraten wird und dadurch Schäden erleidet?",15
"Welche Bedingungen müssen erfüllt sein, damit die ADSp auf einen Seefrachtvertrag angewendet werden können?",195
Welche Rechtsfolgen hat die Anwendung von Nr. 16.3 ADSp auf einen Seefrachtvertrag?,195
Wer kann einen Vergütungsanspruch nach § 415 Abs. 2 Satz 1 HGB geltend machen?,35
Wie ist der Anwendungsbereich der ADSp im Hinblick auf das Seefrachtrecht zu interpretieren?,195
Welche Rolle spielt die Vertragsfreiheit im Zusammenhang mit der Anwendbarkeit der ADSp auf Seefrachtverträge?,195
Welche Bedeutung hat die Auslegung des Prozeßvorbringens der Klägerin für die Geltendmachung eines Anspruchs aus § 415 Abs. 2 Satz 1 Nr. 1 HGB?,69
Welche Auswirkungen hat die Ausübung des Wahlrechts nach § 415 Abs. 2 Satz 1 HGB auf den Vergütungsanspruch?,35
Wie ist die Mindestvergütung im Zusammenhang mit einem Seefrachtvertrag auszulegen?,110
Wer entscheidet über die Zuteilung von Bonuspunkten und auf welcher Grundlage erfolgt diese Entscheidung?,134
Wie wird die Höhe der Überschussbeteiligung in der Satzung der Beklagten geregelt?,40
Welche Rolle spielt der Verwaltungsrat der Beklagten bei der Entscheidung über die Verwendung der Rückstellung für Überschussverteilung?,177
Welche Verantwortung trägt der Verantwortliche Aktuar in Bezug auf die Überschussbeteiligung?,10
Wie wird die Dynamisierung der Anwartschaften der Versicherten durch die Zuteilung von Bonuspunkten geregelt?,14
Welche Bedeutung hat die paritätische Besetzung des Verwaltungsrats der Beklagten für die Entscheidungen über die Zuteilung von Bonuspunkten?,177
Welche Rolle spielt die richterliche Inhaltskontrolle bei der Auslegung der Satzungsbestimmungen der Beklagten?,46
Wie ist der Anspruch der Versicherten auf Überschussbeteiligung in Bezug auf die satzungsgemäßen Vorgaben zu verstehen?,14
Welche Rolle spielt das Alter eines Bauteils bei der Beurteilung der Beschaffenheit eines bebauten Grundstücks im Rahmen des § 434 Abs. 1 Satz 3 BGB?,44
"Unter welchen Bedingungen kann ein Käufer von einem Verkäufer Schadensersatz wegen eines Mangels an der Kaufsache verlangen, wenn ein umfassender Haftungsausschluss im Vertrag vereinbart wurde?",63
"Wer ist verpflichtet, einen Käufer über aufklärungspflichtige Tatsachen bezüglich der Kaufsache zu informieren, um einen Schadensersatzanspruch zu vermeiden?",10
"Wie kann ein Käufer beweisen, dass ein Verkäufer arglistig gehandelt hat, indem er einen Mangel an der Kaufsache verschwiegen hat?",63
"Welche Rechtsgrundlage gilt für die Haftung eines Verkäufers, wenn die Kaufsache aufgrund von öffentlichen Äußerungen des Verkäufers von dem Käufer erwartet wird, aber nicht entspricht, was tatsächlich geliefert wurde?",63
"Unter welchen Voraussetzungen kann ein Käufer von einem Verkäufer Schadensersatz wegen eines Mangels an der Kaufsache verlangen, wenn der Mangel auf der Einbeziehung älterer Bausubstanz in den Neubau zurückzuführen ist?",63
"Welche Bedingungen müssen erfüllt sein, damit ein Rückzahlungsanspruch verwirkt ist?",16
"Wer ist berechtigt, Netznutzungsentgelte auf ihre Billigkeit hin zu überprüfen?",80
"Wie kann ein Schuldner davon ausgehen, dass ein Gläubiger von einer Überprüfung der Entgelthöhe Abstand genommen hat?",3
Welche Rolle spielt das Senatsurteil vom 18. Oktober 2005 bei der Geltendmachung eines Rückforderungsanspruchs?,11
Welche Rechtsgrundlage gilt für die Überprüfung von Netznutzungsentgelten?,210
"Welche Maßnahmen kann ein Verpflichteter ergreifen, um sich im Vertrauen auf das Verhalten des Berechtigten einzurichten?",202
"Wie kann ein Verpflichteter davon ausgehen, dass der Berechtigte sein Recht nicht mehr geltend machen wird?",30
Welche Auswirkungen hat die verzögerte Geltendmachung eines Rückzahlungsanspruchs auf die Verjährung eigener Ansprüche des Verpflichteten?,45
"Welche Härten müssen vorliegen, damit eine verzögerte Geltendmachung eines Rückzahlungsanspruchs als Verstoß gegen Treu und Glauben erscheint?",166
Welche Bedeutung hat die Regelverjährung bei der Verwirkung eines Anspruchs?,46
"Welche Voraussetzungen müssen erfüllt sein, damit die Zustimmung der Gesellschafterversammlung zur Übertragung von Gesellschaftsanteilen einer Mehrheitsentscheidung unterliegt?",197
"Wer ist verpflichtet, die Zustimmung zur Anteilsübertragung zu erteilen, wenn keine eindeutige Regelung im Gesellschaftsvertrag besteht?",10
Welche Rolle spielt der sogenannte Bestimmtheitsgrundsatz bei der Auslegung allgemeiner Mehrheitsklauseln in Personengesellschaftsverträgen?,13
Wie ist die Reichweite einer im Gesellschaftsvertrag vereinbarten Mehrheitsklausel im Hinblick auf die Zustimmung zur Anteilsübertragung auszulegen?,197
Welche Rechtsfolgen hat die Verletzung der gesellschafterlichen Treuepflicht bei der Ausübung der Mehrheitsmacht?,210
Warum ist die Einstimmigkeit bei der Zustimmung zur Anteilsübertragung in einer Kommanditgesellschaft gesetzlich vorgeschrieben?,73
Welche Bedeutung haben außerhalb des Vertragstextes liegende Umstände bei der Auslegung des Gesellschaftsvertrags?,13
Wie ist die Mehrheitsklausel in § 6 (5) des Gesellschaftsvertrags im Hinblick auf die Beschlussfassung der Gesellschafterversammlung auszulegen?,197
Unter welchen Voraussetzungen kann eine Agenturmeldung den Schutz des allgemeinen Persönlichkeitsrechts verletzen?,98
"Wer ist verpflichtet, bei der Berichterstattung das allgemeine Persönlichkeitsrecht zu berücksichtigen?",10
Welche Rolle spielt das öffentliche Informationsinteresse bei der Berichterstattung über eine Person?,174
Welche Rechtsgrundlage gilt für die Abwägung zwischen dem allgemeinen Persönlichkeitsrecht und der Meinungs- und Pressefreiheit?,98
"Wie ist die Grenze zwischen Berichterstattung und Verletzung des allgemeinen Persönlichkeitsrechts zu ziehen, wenn es um die berufliche Sphäre einer Person geht?",98
Welche Bedeutung hat die Art der Tätigkeit einer Person für die Berichterstattung über diese Person?,174
Welche Rolle spielt das Verbreitungsgebiet einer Meldung bei der Entscheidung über eine Verletzung des allgemeinen Persönlichkeitsrechts?,98
Wie ist das Informationsinteresse der Öffentlichkeit bei der Berichterstattung über eine Person abzuwägen?,174
"Welche Voraussetzungen müssen erfüllt sein, damit ein kombinierter Fracht-/Lagervertrag geschlossen wird?",16
Welche Rolle spielt die genaue Bezeichnung eines Vertragsangebots bei der Vertragsauslegung?,13
"Wer ist verpflichtet, den Entlastungsbeweis zu führen, wenn es um die Haftung für Verlust oder Beschädigung von Ware geht?",10
Welche Rechtsgrundlage gilt für die Haftung eines Lagerhalters bei Diebstahl von gelagertem Gut?,210
Wie wird der Schadensersatzanspruch bei übergegangenem Recht geltend gemacht?,45
"Welche Rechtsfolge tritt ein, wenn eine vertragswesentliche Pflicht von einem Erfüllungsgehilfen vorsätzlich oder grob fahrlässig verletzt wird?",210
Wie wird der entstandene Schaden im Fall von übergegangenem Recht berechnet?,45
Welche Bedeutung hat die Zusammenarbeit der Vertragsparteien bei der Vertragsauslegung?,13
"Welche Voraussetzungen müssen erfüllt sein, damit eine Firmenfortführung nach § 25 Abs. 1 Satz 1 HGB die Haftung des neuen Inhabers für die Verbindlichkeiten des früheren Inhabers auslöst?",112
"Wer ist verpflichtet, für alle im Betrieb des Geschäfts begründeten Verbindlichkeiten des früheren Inhabers zu haften, wenn er ein unter Lebenden erworbenes Handelsgeschäft unter der bisherigen Firma fortführt?",78
Wie beeinflusst die Eröffnung eines Insolvenzverfahrens über das Vermögen des fortgeführten Unternehmens die Anwendbarkeit von § 25 Abs. 1 Satz 1 HGB?,112
Welche Rolle spielt das Vertragsstatut bei der Haftung des Erwerbers aus einer Firmenfortführung für Verbindlichkeiten des fortgeführten Unternehmens?,13
"Warum ist § 25 Abs. 1 Satz 1 HGB nicht anwendbar, wenn der neue Inhaber das Handelsgeschäft nach der Eröffnung des Insolvenzverfahrens über das Vermögen des früheren Inhabers aufnimmt?",112
"Welche Rechtsgrundlage gilt für die Haftung des neuen Inhabers, wenn er das Handelsgeschäft des früheren Inhabers unter der bisherigen Firma fortführt, ohne dass ein Insolvenzverfahren eröffnet wurde?",78
"Wie beeinflussen Kunden- und Lieferantenbeziehungen die Entscheidung, ob eine Firmenfortführung nach § 25 Abs. 1 Satz 1 HGB die Haftung des neuen Inhabers für die Verbindlichkeiten des früheren Inhabers auslöst?",112
"Welche Rechtsfolgen hat die Verjährung von Ansprüchen im italienischen Recht, wenn der Beklagte eine Firmenfortführung durchführt?",210
Welche Verkehrssicherungspflichten hat der Betreiber einer Maschine gegenüber betriebsfremden Personen?,87
"Unter welchen Bedingungen ist ein Betreiber nicht verpflichtet, betriebsfremden Personen den Zutritt zu einer Gefahrenquelle zu verbieten?",85
Wer ist für die Einhaltung der Unfallverhütungsvorschriften verantwortlich?,105
Welche Rolle spielt die Bedienung der Maschine durch den Betreiber bei der Haftung für einen Schaden?,87
"Wie ist die Sorgfaltspflicht des Betreibers gegenüber betriebsfremden Personen einzuschätzen, wenn die Gefährdung für alle Personen in gleichem Maße gilt?",85
Welche Bedeutung hat die Realisierung einer zuvor nur als theoretisch anzusehenden Möglichkeit für die Haftung des Betreibers?,155
"Unter welchen Voraussetzungen kann der Geschädigte den Schaden selbst tragen, auch wenn dies im Einzelfall hart sein mag?",16
"Welche Voraussetzungen müssen erfüllt sein, damit ein Öffentlich bestellter Vermessungsingenieur in Nordrhein-Westfalen als Organ des öffentlichen Vermessungswesens tätig werden kann?",133
Welche Aufgaben können von Öffentlich bestellten Vermessungsingenieuren in Nordrhein-Westfalen neben den Behörden der Vermessungs- und Katasterverwaltung wahrgenommen werden?,133
Wie ist die Vergütung für Öffentlich bestellte Vermessungsingenieure in Nordrhein-Westfalen bei der Wahrnehmung hoheitlicher Vermessungsaufgaben geregelt?,133
"Wer ist befugt, die Gebühren für die hoheitlichen Vermessungsaufgaben durch Verwaltungsakt festzusetzen?",10
"Welche Zielsetzung muss vorliegen, damit das Handeln einer Person als Ausübung eines öffentlichen Amtes angesehen werden kann?",57
"Welche Voraussetzungen müssen erfüllt sein, damit ein Lageplan als ""amtlicher"" gilt und von einem Öffentlich bestellten Vermessungsingenieur erstellt werden kann?",133
"Wie ist der Unterschied zwischen einem ""amtlichen"" Lageplan und einem einfachen Lageplan nach § 3 Abs. 1 BauPrüfVO NRW?",145
Welche Aufgaben hat ein Öffentlich bestellter Vermessungsingenieur bei der Erstellung eines amtlichen Lageplans nach § 3 Abs. 3 BauPrüfVO NRW?,133
Welche Gebühr steht einem Öffentlich bestellten Vermessungsingenieur für die Erstellung eines amtlichen Lageplans nach § 3 Abs. 3 BauPrüfVO NRW zu?,133
Welche Aufgaben hat ein amtlicher Lageplan im Zusammenhang mit der Fortführung des Liegenschaftskatasters?,57
"Welche Voraussetzungen müssen erfüllt sein, damit eine Hinauskündigungsklausel in einer GmbH wirksam ist?",61
Wer kann in einer GmbH eine Hinauskündigungsklausel vereinbaren und unter welchen Bedingungen?,61
"Wie kann eine Hinauskündigungsklausel in einer GmbH wirksam gestaltet werden, um nicht gegen die guten Sitten zu verstoßen?",61
Welche Rolle spielt die Abfindung bei einer Hinauskündigungsklausel in einer GmbH?,61
Wie kann eine Hinauskündigungsklausel in einer GmbH mit dem gesellschaftsrechtlichen Gleichbehandlungsgrundsatz vereinbart werden?,61
Welche Rechtsgrundlage gilt für die Kündigung eines GmbH-Geschäftsführers und die damit verbundene Rückübertragung seines Geschäftsanteils?,61
Wie kann eine Hinauskündigungsklausel in einer GmbH mit dem Verbot der ungleichen Kündigungslage vereinbart werden?,61
Welche Bedeutung hat das Gewinnbezugsrecht eines Geschäftsführers in einer GmbH bei dessen Ausscheiden aus der Gesellschaft?,61
Wie kann eine Hinauskündigungsklausel in einer GmbH mit dem Gesetz zur Regelung des Rechts der Allgemeinen Geschäftsbedingungen vereinbart werden?,61
Welche Auswirkungen hat die Kündigung des Anstellungsvertrags eines GmbH-Geschäftsführers auf dessen Gesellschafterstellung?,61
"Welche Voraussetzungen müssen erfüllt sein, damit Versicherte einen Anspruch auf Überschussbeteiligung durch Zuteilung und Gutschrift von Bonuspunkten haben?",14
Wer entscheidet über die Höhe der Überschussbeteiligung und auf welche Faktoren basiert diese Entscheidung?,134
Wie ist die Verwendung der Rückstellung für Überschussverteilung zu bemessen und welche Faktoren sind dabei zu berücksichtigen?,96
"Welche Rolle spielt die Inhaltskontrolle nach den §§ 307 Abs. 1 und 2, 308, 309 BGB bei Allgemeinen Versicherungsbedingungen wie denen der Beklagten?",180
Wie ist der Anspruch der Versicherten auf Überschussbeteiligung durch Zuteilung und Gutschrift von Bonuspunkten in bestimmter Höhe zu beurteilen?,14
Wie ist der Auskunftsanspruch der Klägerin in diesem Fall zu bewerten?,116
"Welche Voraussetzungen müssen erfüllt sein, damit eine wissentliche Pflichtverletzung im Sinne von § 4 Nr. 5 AVB festgestellt werden kann?",114
Welche Rolle spielt die Kenntnis von Vorschäden und Vorversicherungen bei der Beurteilung einer fahrlässigen Pflichtverletzung?,14
"Wer ist verpflichtet, die Kosten der erstinstanzlichen Rechtsverteidigung im Haftpflichtprozess zu tragen, wenn der Haftpflichtversicherer in Unkenntnis eines Ausschlussgrundes eine Deckungszusage erteilt hat?",10
Wie ist die Bindungswirkung eines Haftpflichturteils für den Deckungsprozess zu beurteilen?,46
"Welche Tatsachen müssen im Deckungsprozess festgestellt werden, um die Pflichtverletzung als wissentlich zu beurteilen?",46
Welche Bedeutung hat die wissentliche Pflichtverletzung im Rahmen der Kostendeckungsschutz-Zusage eines Haftpflichtversicherers?,14
"Welche Rechtsfolge tritt ein, wenn ein Haftpflichtversicherer in Unkenntnis eines Ausschlussgrundes eine Deckungszusage erteilt und später die Voraussetzungen des Ausschlusses festgestellt werden?",210
"Welche Voraussetzungen müssen erfüllt sein, damit ein Leasingnehmer die geleistete Kaution zurückverlangen kann?",16
Welche Rolle spielt die Unwirksamkeit einer Rückgabeklausel im Leasingvertrag für den Kautionsrückzahlungsanspruch des Leasingnehmers?,13
"Wer ist verpflichtet, die Maschinen auf mögliche Schäden zu überprüfen, wenn der Leasingnehmer die Maschinen zurückgibt?",15
"Welche Rechtsfolge tritt ein, wenn der Leasinggeber die Rückgabe der Maschinen zu Unrecht verweigert?",15
"Welche Bedingungen müssen erfüllt sein, damit der Leasinggeber die Kaution einbehalten darf?",16
"Wie ist die Unwirksamkeit einer Klausel im Leasingvertrag zu bewerten, wenn sie den Leasingnehmer einseitig benachteiligt?",13
Welche Rechtsgrundlage gilt für die Zurechnung von Schäden an den zurückgegebenen Maschinen auf den Leasinggeber?,15
"Welche Rechte hat der Leasingnehmer, wenn der Leasinggeber die Maschinen nicht an seinem Geschäftssitz zurücknehmen will?",15
"Welche Pflichten hat der Leasinggeber, wenn er die Maschinen nicht an seinem Geschäftssitz zurücknehmen will?",15
Welche Rolle spielt die Unwirksamkeit einer Klausel im Leasingvertrag für die Verweigerung der Rücknahme der Maschinen durch den Leasinggeber?,13
"Welche Verjährungsfrist gilt für Ansprüche des Reisenden nach §§ 651c bis 651f BGB, wenn keine abweichenden Vereinbarungen getroffen wurden?",55
Unter welchen Voraussetzungen können Reiseveranstalter die Verjährungsfrist für Ansprüche des Reisenden verkürzen?,51
"Welche Rechte hat der Reisende, wenn er im Reisebüro keine ausreichende Möglichkeit hat, die Allgemeinen Geschäftsbedingungen zur Kenntnis zu nehmen?",51
Wie kann der Reisende die Verjährung seiner Ansprüche hemmen?,51
"Welche Anforderungen müssen Reiseveranstalter erfüllen, um ihre Allgemeinen Geschäftsbedingungen wirksam in den Vertrag einzuarbeiten?",64
Welche Bedeutung hat die Identifizierung der Allgemeinen Geschäftsbedingungen für ihre Einbeziehung in den Vertrag?,13
"Welche Folgen hat es, wenn eine Klausel in Allgemeinen Geschäftsbedingungen gegen das Klauselverbot verstößt?",64
"Wie kann ein Reiseveranstalter seine Haftung für Schäden aus der Verletzung des Lebens, des Körpers oder der Gesundheit ausschließen oder begrenzen?",188
Welche Bedeutung hat die Kenntnisnahme der Allgemeinen Geschäftsbedingungen für den Reisenden?,64
"Wie kann der Reisende sicherstellen, dass seine Ansprüche nicht verjähren?",51
"Welche Voraussetzungen müssen erfüllt sein, damit eine künstliche Befruchtung als medizinisch notwendige Heilbehandlung gilt?",25
"Wer ist verpflichtet, die Kosten für eine künstliche Befruchtung zu tragen, wenn beide Ehepartner körperlich bedingte Fertilitätseinschränkungen haben?",25
"Wie muss der Tatrichter bei der Klärung von Heilbehandlungsansprüchen bei künstlicher Befruchtung vorgehen, wenn beide Ehepartner betroffen sind?",25
Welche Rolle spielt die Erfolgsaussicht bei der medizinischen Notwendigkeit einer künstlichen Befruchtung?,25
Welche Rechtsgrundlage gilt für die Kostenübernahme von künstlichen Befruchtungen durch private Krankenversicherungen?,25
"Welche Rechte hat eine privat krankenversicherte Person, die eine künstliche Befruchtung aufgrund ihrer eigenen Erkrankung benötigt?",25
"Welche Bedingungen müssen erfüllt sein, damit eine künstliche Befruchtung als Heilbehandlung gilt, die die Unfruchtbarkeit beider Partner überwindet?",25
"Wie ist zu entscheiden, wenn die körperlichen Beeinträchtigungen von Ehepartnern bei einer künstlichen Befruchtung unterschiedlich schwerwiegend sind?",25
"Welche Rechtsfolge tritt ein, wenn die medizinische Notwendigkeit einer künstlichen Befruchtung nicht gegeben ist?",25
Welche Rolle spielt die Notwendigkeit einer künstlichen Befruchtung bei der Entscheidung über die Kostenübernahme durch eine private Krankenversicherung?,25
"Welche Voraussetzungen müssen erfüllt sein, damit ein Geschäftsführer einer Komplementär-GmbH unmittelbar gegenüber einer Kommanditgesellschaft aus § 43 Abs. 2 GmbHG haften kann?",61
Unter welchen Bedingungen kann ein Schadensersatzanspruch einer Kommanditgesellschaft gegen den Geschäftsführer einer Komplementär-GmbH bestehen?,61
"Wer ist verpflichtet, die Geschäfte einer Kommanditgesellschaft zu führen, wenn die Komplementär-GmbH diese als ihre einzige Aufgabe hat?",61
"Welche Rechte hat eine Kommanditgesellschaft gegenüber dem Geschäftsführer einer Komplementär-GmbH, wenn diese die Geschäfte der Kommanditgesellschaft führt?",61
Welche Rolle spielt ein Anstellungsvertrag zwischen einem Geschäftsführer und einer Komplementär-GmbH für die Haftung des Geschäftsführers gegenüber einer Kommanditgesellschaft?,13
"Welche Rechtsgrundlage gilt für die Haftung eines Geschäftsführers einer Komplementär-GmbH gegenüber einer Kommanditgesellschaft, wenn die Komplementär-GmbH die einzige Aufgabe hat, die Geschäfte der Kommanditgesellschaft zu führen?",61
"Welche Rechtsfolgen hat der Abschluss einer Honorarvereinbarung durch den Geschäftsführer einer Komplementär-GmbH, wenn die Kommanditgesellschaft bereits aufgrund einer mündlichen Beauftragung tätig geworden ist?",61
"Welche Bedingungen müssen erfüllt sein, damit der Abschluss einer Honorarvereinbarung durch den Geschäftsführer einer Komplementär-GmbH als pflichtwidrig angesehen werden kann?",61
"Welche Voraussetzungen müssen erfüllt sein, damit eine Honorarvereinbarung nach § 4 Abs. 1 HOAI wirksam ist?",69
"Wer ist verpflichtet, die Honorarvereinbarung schriftlich bei Auftragserteilung zu treffen, um die Mindestsätze der HOAI zu vermeiden?",41
"Wie ist der Begriff ""Auftragserteilung"" im Sinne des § 4 Abs. 1 HOAI zu interpretieren, wenn die gesamte Vereinbarung unter einer Bedingung steht?",69
"Welche Rolle spielt der Wille der Parteien bei der Interpretation einer Honorarvereinbarung, die unter einer Bedingung steht?",13
"Warum kann eine Honorarvereinbarung nach § 4 Abs. 4 HOAI Anwendung finden, wenn sie nicht schriftlich bei Auftragserteilung geschlossen wurde?",69
Welche Bedeutung hat die Abweichung von der ursprünglichen Planung bei der Interpretation einer Honorarvereinbarung?,13
"Wie ist der Begriff ""Bauvorhaben"" im Zusammenhang mit der Bedingung für eine Honorarvereinbarung zu verstehen?",24
Welche Auswirkungen hat die Nicht-Eintreten der Bedingung für eine Honorarvereinbarung auf die Parteien?,0
Welche Bedeutung hat die Schriftform bei der Vereinbarung von Honoraren im Zusammenhang mit § 4 HOAI?,69
"Wie ist der Begriff ""Rahmen- oder Vorvertrag"" im Zusammenhang mit der Beauftragung von Architekten zu interpretieren?",24
